ifi_district_name,ifi_state_name,census_boundary_district,census_boundary_state,censuscode,match_group,match_method,verification_status,historical_boundary_status,notes_reason
Mumbai,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,Mumbai,Maharashtra,519,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mumbai (Colaba),Maharashtra,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Mumbai Suburban,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,Mumbai Suburban,Maharashtra,518,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mungeli,Chhattisgarh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Munger,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Munger,Bihar,226,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Murshidabad,Andhra Pradesh; Assam; Bihar; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Odisha; Punjab; Uttar Pradesh; Uttar pradesh; West Bengal,Murshidabad,West Bengal,333,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Muzaffarabad,Arunachal Pradesh; Assam; Delhi; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Muzaffarnagar,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,Muzaffarnagar,Uttar Pradesh,133,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Muzaffarpur,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Muzaffarpur,Bihar,216,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Mysuru,Karnataka; Kerala,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Nabarangpur,Odisha,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Nadia,Andhra Pradesh; Assam; Bihar; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Odisha; Punjab; Uttar Pradesh; Uttar pradesh; West Bengal,Nadia,West Bengal,336,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Nagaon,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Odisha; Punjab; Uttar Pradesh; West Bengal,Nagaon,Assam,305,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Nagapattinam,Tamil Nadu,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Nagarkoil,Tamil Nadu,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Nagarkurnool,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Nagaur,Bihar; Gujarat; Haryana; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh,Nagaur,Rajasthan,112,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Nagpur,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Telangana; Uttar Pradesh; West Bengal,Nagpur,Maharashtra,505,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Nainital,Himachal Pradesh; Uttar Pradesh; Uttarakhand,Nainital,Uttarakhand,66,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Nalanda,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Nalanda,Bihar,229,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Nalbari,Arunachal Pradesh; Assam; Bihar; Jammu and Kashmir; Kerala; Odisha; Punjab; Uttar Pradesh; West Bengal,Nalbari,Assam,323,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Nalgonda,Andhra Pradesh; Maharashtra; Telangana,Nalgonda,Andhra Pradesh,539,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Namakkal,Tamil Nadu,Namakkal,Tamil Nadu,609,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Namchi,Sikkim,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Namsai,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Nanded,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,Nanded,Maharashtra,511,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Nandurbar,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,Nandurbar,Maharashtra,497,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Narayanpet,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Narayanpur,Chhattisgarh,Narayanpur,Chhattisgarh,415,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Narmada,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,Narmada,Gujarat,487,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Narmadapuram,Andhra Pradesh; Bihar; Chhattisgarh; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Narsimhapur,Andhra Pradesh; Bihar; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Narsimhapur,Madhya Pradesh,452,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Nashik,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,Nashik,Maharashtra,516,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Navsari,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,Navsari,Gujarat,490,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Nawada,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,Nawada,Bihar,237,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Nayagarh,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,Nayagarh,Odisha,385,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Neemuch,Andhra Pradesh; Bihar; Chhattisgarh; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Neemuch,Madhya Pradesh,432,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
New Delhi,Delhi; New Delhi,New Delhi,NCT of Delhi,94,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
New New Delhi,Delhi; Jammu and Kashmir; Punjab,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Nirmal,Andhra Pradesh; Maharashtra; Telangana,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Niwari,Andhra Pradesh; Bihar; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Nizamabad,Andhra Pradesh; Maharashtra; Telangana,Nizamabad,Andhra Pradesh,533,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Noney,Manipur,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
North,Delhi; Jammu and Kashmir; Punjab; West Bengal,North,NCT of Delhi,91,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
North,Delhi; Jammu and Kashmir; Punjab; West Bengal,North,Sikkim,241,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
North 24 Parganas,Andhra Pradesh; Assam; Bihar; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Odisha; Punjab; Uttar Pradesh; Uttar pradesh; West Bengal,North 24 Parganas,West Bengal,337,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
North And Middle Andaman,Andaman & Nicobar Islands,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
North Bengal,West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
North East,Delhi; Jammu and Kashmir; Punjab,North East,NCT of Delhi,92,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
North Garo Hills,Meghalaya,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
North Goa,Daman; Daman and Diu; Diu; Goa,North Goa,Goa,585,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
North Tripura,Arunachal Pradesh; Assam; Manipur; Tripura,North Tripura,Tripura,292,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
North West,Delhi; Jammu and Kashmir; Punjab,North West,NCT of Delhi,90,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
North west,Delhi,North West,NCT of Delhi,90,normalized_requires_verification,normalized_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Case/punctuation normalization only; no fuzzy matching; state context and historical equivalence require review.
North westduar,West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
North westdusar,West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Northern parts,Gujarat; West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Ntr,Andhra Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Nuapada,Andhra Pradesh; Assam; Bihar; Haryana; Madhya Pradesh; Odisha; Rajasthan; Uttar Pradesh; West Bengal,Nuapada,Odisha,394,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Nuh,Bihar; Haryana; Kerala; Madhya Pradesh; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Pak,Arunachal Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Pakke Kessang,Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Pakur,Bihar; Jharkhand,Pakur,Jharkhand,353,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Palakkad,Bihar; Haryana; Karnataka; Kerala; Rajasthan; Uttar Pradesh,Palakkad,Kerala,593,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Palampur,Gujarat,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Palamu,Bihar; Jharkhand,Palamu,Jharkhand,358,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Palghar,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Pali,Bihar; Gujarat; Haryana; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh,Pali,Rajasthan,118,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Palnadu,Andhra Pradesh,,,,unmatched,none,UNMATCHED,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,No exact or transparent normalized Census boundary name match.
Palwal,Bihar; Haryana; Kerala; Madhya Pradesh; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Palwal,Haryana,89,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Panch Mahals,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,Panch Mahals,Gujarat,484,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Panchkula,Bihar; Haryana; Kerala; Madhya Pradesh; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Panchkula,Haryana,69,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Panipat,Bihar; Haryana; Kerala; Madhya Pradesh; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Panipat,Haryana,75,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Panna,Andhra Pradesh; Bihar; Gujarat; Haryana; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; West Bengal,Panna,Madhya Pradesh,426,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
Papum Pare,Andhra Pradesh; Arunachal Pradesh; Assam; Jammu and Kashmir; Punjab; Uttar Pradesh,Papum Pare,Arunanchal Pradesh,248,exact_name_candidate,exact_name,REQUIRES_MANUAL_VERIFICATION,HISTORICAL_BOUNDARY_REVIEW_REQUIRED,Exact spelling match; state context and historical boundary equivalence are not established.
