ifi_district_name,ifi_state_context,lgd_state_code,lgd_state_name,lgd_district_code,lgd_district_name,census_2001_code,census_2011_code,census_boundary_district_name,census_boundary_state,censuscode,match_method,verification_status,historical_limitation,notes_reason
Parts of Rajasthan,Rajasthan,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Parts of Sikkim,Sikkim,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Parts of Telangana,Telangana,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Parts of Uttar Kashiakhand,Uttarakhand,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Parts of Uttar Pradesh,Uttar Pradesh,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Parts of West Bengal,West Bengal,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Paschim Medinipur,West Bengal,19,West Bengal,318,Paschim Medinipur,15,344,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Paschim Purba Bardhaman,Bihar; West Bengal,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Paschim Purba Medinipur,Bihar; West Bengal,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Pashchim Champaran,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,10,Bihar,211,Pashchim Champaran,1,203,Pashchim Champaran,Bihar,203,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Pashchimi West Singhbhum,Bihar; Jharkhand,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Patan,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,24,Gujarat,455,Patan,3,470,Patan,Gujarat,470,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Pathanamthitta,Bihar; Haryana; Karnataka; Kerala; Rajasthan; Uttar Pradesh,32,Kerala,564,Pathanamthitta,12,599,Pathanamthitta,Kerala,599,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Pathankot,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,3,Punjab,662,Pathankot,0,0,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Patiala,Arunachal Pradesh; Assam; Delhi; Haryana; Jammu and Kashmir; Madhya Pradesh; Punjab; Rajasthan; Uttar Pradesh; West Bengal,3,Punjab,41,Patiala,17,48,Patiala,Punjab,48,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Patna,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,10,Bihar,212,Patna,28,230,Patna,Bihar,230,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Peddapalli,Andhra Pradesh; Maharashtra; Telangana,36,Telangana,682,Peddapalli,0,0,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Perambalur,Tamil Nadu,33,Tamil Nadu,581,Perambalur,16,615,Perambalur,Tamil Nadu,615,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Peren,Nagaland,13,Nagaland,613,Peren,7,271,Peren,Nagaland,271,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Phek,Nagaland,13,Nagaland,248,Phek,8,266,Phek,Nagaland,266,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Pherzawl,Manipur,14,Manipur,715,Pherzawl,0,0,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Pilibhit,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9,Uttar Pradesh,173,Pilibhit,21,151,Pilibhit,Uttar Pradesh,151,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Pithoragarh,Himachal Pradesh; Uttar Pradesh; Uttarakhand,5,Uttarakhand,53,Pithoragarh,7,62,Pithoragarh,Uttarakhand,62,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Pondicherry,Puducherry,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Poonch,Arunachal Pradesh; Assam; Delhi; Jammu & Kashmir; Jammu and Kashmir; Punjab; Uttar Pradesh,1,Jammu And Kashmir,10,Poonch,11,5,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context does not uniquely confirm LGD state name; manual review required. LGD district has no exact Census boundary pair.
Porbandar,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Uttar Pradesh,24,Gujarat,456,Porbandar,11,478,Porbandar,Gujarat,478,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Prakasam,Andhra Pradesh; Madhya Pradesh,28,Andhra Pradesh,517,Prakasam,18,549,Prakasam,Andhra Pradesh,549,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Pratapgarh,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,8,Rajasthan,629,Pratapgarh,0,131,Pratapgarh,Rajasthan,131,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Pratapgarh,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9,Uttar Pradesh,174,Pratapgarh,43,173,Pratapgarh,Uttar Pradesh,173,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Prayagraj,Arunachal Pradesh; Assam; Bihar; East Rajasthan; Gujarat; Haryana; Himachal Pradesh; Jammu and Kashmir; Kerala; Madhya Pradesh; Maharashtra; Odisha; Punjab; Rajasthan; Uttar Pradesh; Uttar pradesh; Uttarakhand; West Bengal,9,Uttar Pradesh,120,Prayagraj,45,175,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Pudukkottai,Tamil Nadu,33,Tamil Nadu,582,Pudukkottai,22,621,Pudukkottai,Tamil Nadu,621,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Pulwama,Arunachal Pradesh; Assam; Delhi; Jammu & Kashmir; Jammu and Kashmir; Punjab; Uttar Pradesh,1,Jammu And Kashmir,11,Pulwama,5,12,Pulwama,Jammu & Kashmir,12,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context does not uniquely confirm LGD state name; manual review required. LGD/Census candidate by name; codes are not assumed equivalent.
Pune,Bihar; Gujarat; Madhya Pradesh; Maharashtra; Rajasthan; Telangana; Uttar Pradesh,27,Maharashtra,490,Pune,25,521,Pune,Maharashtra,521,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Purba Bardhaman,West Bengal,19,West Bengal,306,Purba Bardhaman,9,335,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Purba Medinipur,West Bengal,19,West Bengal,317,Purba Medinipur,15,345,Purba Medinipur,West Bengal,345,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD/Census candidate by name; codes are not assumed equivalent.
Purba Purba Bardhaman,Andhra Pradesh; Assam; Bihar; Haryana; Himachal Pradesh; Kerala; Madhya Pradesh; Odisha; Punjab; Uttar Pradesh; Uttar pradesh; West Bengal,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Purba Purba Medinipur,Bihar; Odisha; Uttar Pradesh; West Bengal,,,,,,,,,,none,UNMATCHED_TO_LGD,HISTORICAL_REVIEW_REQUIRED,No exact or normalized LGD district/state candidate.
Purba bardhaman,West Bengal,19,West Bengal,306,Purba Bardhaman,9,335,,,,normalized_district_name,NORMALIZED_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Transparent normalization only; state and historical identity require manual review. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
Purbi Champaran,Andhra Pradesh; Assam; Bihar; Gujarat; Haryana; Himachal Pradesh; Jharkhand; Kerala; Madhya Pradesh; Maharashtra; Odisha; Rajasthan; Uttar Pradesh; Uttar pradesh; West Bengal,10,Bihar,213,Purbi Champaran,2,204,,,,exact_district_name,CANDIDATE_REQUIRES_VERIFICATION,HISTORICAL_REVIEW_REQUIRED,Exact LGD district name; observed IFI state context is retained separately because the IFI field can be multi-value and historical equivalence is unresolved. Observed IFI state context includes LGD state name. LGD district has no exact Census boundary pair.
